#res_id,script,ai,#name,effect_type,effect_res,target_effect,lvl,undead,cooleye,exp,hp,mp,ac,mac,dc,dcmax,mc,sc,speed,hit,walk_spd,walkstep,walkwait,attack_spd
4039,null,default,[精英]猛犸雕像,0,0,0,50,0,20,85500,2070,0,20,20,120,180,0,0,0,30,600,1,0,1000
4040,null,default,[精英]猛犸卫士,0,0,0,50,0,20,87500,2070,0,20,20,120,180,0,0,0,30,600,1,0,1000
4041,null,default,[BOSS]猛犸教主,0,0,0,150,0,51,600000,20000,0,100,100,300,500,0,0,0,30,600,2,0,800
#55单人副本,,,,,,,,,,0,,,,,,,,,,,,,,
4046,null,default,[精英]蛮牛法师,17,24051,0,55,0,20,122000,3000,0,30,30,130,190,0,0,0,30,600,1,0,1000
4047,null,default,[精英]蛮牛将军,0,0,0,55,0,20,131000,3050,0,30,30,140,200,0,0,0,30,600,1,0,1000
4048,null,default,[精英]蛮牛祭司,0,0,0,55,0,20,131000,3050,0,30,30,140,200,0,0,0,30,600,1,0,1000
4049,null,default,[BOSS]蛮牛王,0,0,0,150,0,51,900000,30000,0,150,150,350,650,0,0,0,30,600,2,0,800
#60单人副本,,,,,,,,,,0,,,,,,,,,,,,,,
4052,null,default,[精英]妖魔蜘蛛,0,0,0,60,0,51,216000,5000,0,40,40,160,240,0,0,0,30,600,1,0,1000
4054,null,default,[精英]妖毒蜘蛛,0,0,0,60,0,20,231000,5050,0,40,40,160,250,0,0,0,30,600,1,0,1000
4055,null,default,[精英]赤锷蜘蛛,0,0,0,60,0,20,236000,5100,0,40,40,160,250,0,0,0,30,600,1,0,1000
4058,null,default,[BOSS]妖月血魔,0,0,0,150,0,51,1200000,40000,0,200,200,450,800,0,0,0,30,500,2,0,700
#65单人副本,,,,,,,,,,0,,,,,,,,,,,,,,
4071,null,default,[精英]巨灵战士,0,0,0,65,0,20,315840,7520,0,90,40,180,300,0,0,0,30,400,1,0,700
4072,null,default,[精英]巨灵战斧,0,0,0,65,0,20,319200,7600,0,90,40,180,300,0,0,0,30,400,1,0,700
4073,null,default,[精英]巨灵守卫,0,0,0,65,0,20,323400,7700,0,90,40,180,300,0,0,0,30,400,1,0,700
4074,null,default,[BOSS]巨灵天魔,10,10011,0,150,0,51,1800000,60000,0,200,200,600,1000,0,0,0,40,400,2,0,500
#70单人副本,,,,,,,,,,0,,,,,,,,,,,,,,
4045,null,default,[精英]混沌侍卫,0,0,0,70,0,20,420840,10020,0,100,50,210,350,0,0,0,30,400,1,0,700
4047,null,default,[精英]混沌将军,0,0,0,70,0,20,422100,10050,0,100,50,210,350,0,0,0,30,400,1,0,700
4048,null,default,[精英]混沌祭司,0,0,0,70,0,20,424200,10100,0,100,50,210,350,0,0,0,30,400,1,0,700
4079,null,default,[BOSS]混沌魔君,10,10011,0,150,0,51,2400000,80000,0,200,200,720,1200,0,0,0,40,300,2,0,400
#通天塔,,,,,,,,,,0,,,,,,,,,,,,,,
4034,null,default,蛇蝎2,0,0,0,40,0,20,15360,1450,0,100,100,50,100,0,0,0,30,600,1,0,1000
4039,null,default,猛犸雕像2,0,0,0,42,0,20,24160,2280,0,100,100,60,120,0,0,0,30,600,1,0,900
4040,null,default,猛犸卫士2,0,0,0,43,0,20,27120,2560,0,100,100,60,120,0,0,0,30,600,1,0,900
4045,null,default,蛮牛侍卫2,0,0,0,46,0,20,32860,3100,0,100,100,70,150,0,0,0,30,600,1,0,800
4047,null,default,蛮牛将军2,0,0,0,48,0,20,37620,3550,0,100,100,70,160,0,0,0,30,600,1,0,800
4048,null,default,蛮牛祭司2,0,0,0,48,0,20,40280,3800,0,100,100,70,160,0,0,0,30,600,1,0,800
4053,null,default,钢刺蜘蛛2,0,0,0,53,0,20,48760,4600,0,100,100,110,200,0,0,0,30,500,1,0,800
4054,null,default,妖毒蜘蛛2,0,0,0,53,0,20,55120,5200,0,100,100,120,200,0,0,0,30,500,1,0,800
4055,null,default,赤锷蜘蛛2,0,0,0,54,0,20,60420,5700,0,100,100,120,200,0,0,0,30,500,1,0,800
4071,null,default,巨灵战士2,0,0,0,57,0,20,66140,6240,0,100,100,130,250,0,0,0,30,400,1,0,800
4072,null,default,巨灵战斧2,0,0,0,59,0,20,78440,7400,0,100,100,130,250,0,0,0,30,400,1,0,800
4073,null,default,巨灵守卫2,0,0,0,60,0,20,91160,8600,0,100,100,130,250,0,0,0,30,400,1,0,800
4041,null,default,猛犸教主2,10,10011,0,150,0,51,300000,30000,0,100,100,300,500,0,0,0,30,400,2,0,800
4049,null,default,蛮牛王2,10,10011,0,150,0,51,500000,50000,0,100,100,320,550,0,0,0,30,400,2,0,800
4058,null,default,妖月血魔2,10,10011,0,150,0,51,800000,80000,0,100,100,350,600,0,0,0,30,400,2,0,800
4074,mon.shua,default,巨灵天魔2,10,10011,0,150,0,51,1000000,100000,0,100,100,380,650,0,0,0,30,400,2,0,800
#秘境迷宫,,,,,,,,,,0,,,,,,,,,,,,,,
4033,null,default,黑猪妖3,0,0,0,40,0,20,25940,2160,0,50,20,30,60,0,0,0,30,600,1,0,1000
4040,null,default,猛犸卫士3,0,0,0,50,0,20,42740,4060,0,60,20,40,80,0,0,0,30,600,1,0,900
4047,null,default,蛮牛将军3,0,0,0,60,0,20,60740,6060,0,70,30,50,100,0,0,0,30,600,1,0,800
4055,null,default,赤锷蜘蛛3,0,0,0,70,0,20,81200,8100,0,80,30,60,120,0,0,0,30,500,1,0,700
4073,null,default,巨灵守卫3,0,0,0,80,0,20,103740,10310,0,90,40,70,140,0,0,0,30,400,1,0,700
4083,null,default,雪狼战斧3,0,0,0,90,0,20,103740,10310,0,120,60,80,160,0,0,0,30,400,1,0,700
4088,null,default,地狱将军3,0,0,0,100,0,20,103740,10310,0,140,70,90,180,0,0,0,30,400,1,0,700
#神魔战场,,,,,,,,,,0,,,,,,,,,,,,,,
4100,null,neutral,神族护卫,0,0,0,1000,1,51,0,3000000,0,200000,200000,1800,3000,0,0,0,30,600,1,0,200
4038,null,neutral,魔族护卫,0,0,0,1000,1,51,0,3000000,0,200000,200000,1800,3000,0,0,0,30,600,1,0,200
4073,null,default,修罗战士,0,0,0,45,1,20,60000,6000,0,90,90,100,180,0,0,0,30,900,1,0,2000
4089,null,remote,修罗王,18,10081,0,200,1,51,4000000,2000000,0,400,240,1200,2000,0,0,0,30,600,1,0,1000
#天魔殿,,,,,,,,,,0,,,,,,,,,,,,,,
4070,null,default,天魔殿统领1,0,0,0,55,0,20,37000,4900,0,90,40,130,250,0,0,0,30,400,1,0,700
4071,null,default,天魔殿统领2,0,0,0,57,0,20,46300,5320,0,90,40,130,250,0,0,0,30,400,1,0,700
#镇魔塔,,,,,,,,,,0,,,,,,,,,,,,,,
4034,null,default,蛇蝎4,0,0,0,40,0,20,15360,1150,0,100,100,50,100,0,0,0,30,600,1,0,1000
4039,null,default,猛犸雕像4,0,0,0,42,0,20,24160,1380,0,100,100,60,120,0,0,0,30,600,1,0,900
4040,null,default,猛犸卫士4,0,0,0,43,0,20,27120,1560,0,100,100,60,120,0,0,0,30,600,1,0,900
4045,null,default,蛮牛侍卫4,0,0,0,46,0,20,32860,1650,0,100,100,70,150,0,0,0,30,600,1,0,800
4047,null,default,蛮牛将军4,0,0,0,48,0,20,37620,1750,0,100,100,70,160,0,0,0,30,600,1,0,800
4048,null,default,蛮牛祭司4,0,0,0,48,0,20,40280,2050,0,100,100,70,160,0,0,0,30,600,1,0,800
4053,null,default,钢刺蜘蛛4,0,0,0,53,0,20,48760,2300,0,100,100,110,200,0,0,0,30,500,1,0,800
4054,null,default,妖毒蜘蛛4,0,0,0,53,0,20,55120,2500,0,100,100,120,200,0,0,0,30,500,1,0,800
4055,null,default,赤锷蜘蛛4,0,0,0,54,0,20,60420,2700,0,100,100,120,200,0,0,0,30,500,1,0,800
4071,null,default,巨灵战士4,0,0,0,57,0,20,66140,3140,0,100,100,130,250,0,0,0,30,400,1,0,800
4072,null,default,巨灵战斧4,0,0,0,59,0,20,78440,3200,0,100,100,130,250,0,0,0,30,400,1,0,800
4073,null,default,巨灵守卫4,0,0,0,60,0,20,91160,3600,0,100,100,130,250,0,0,0,30,400,1,0,800
#坐骑,,,,,,,,,,0,,,,,,,,,,,,,,
4201,null,default,马1,0,0,0,150,0,51,0,40000,0,100,100,350,600,0,0,0,30,400,2,0,800
4202,null,default,马2,0,0,0,150,0,51,0,45000,0,100,100,350,600,0,0,0,30,400,2,0,800
4203,null,default,马3,0,0,0,150,0,51,0,50000,0,100,100,350,600,0,0,0,30,400,2,0,800
4204,null,default,马4,0,0,0,150,0,51,0,55000,0,100,100,350,600,0,0,0,30,400,2,0,800
4205,null,default,马5,0,0,0,150,0,51,0,60000,0,100,100,350,600,0,0,0,30,400,2,0,800
4206,null,default,马6,0,0,0,150,0,51,0,65000,0,100,100,350,600,0,0,0,30,400,2,0,800
4207,null,default,马7,0,0,0,150,0,51,0,70000,0,100,100,350,600,0,0,0,30,400,2,0,800
4208,null,default,马8,0,0,0,150,0,51,0,75000,0,100,100,350,600,0,0,0,30,400,2,0,800
4209,null,default,马9,0,0,0,150,0,51,0,80000,0,100,100,350,600,0,0,0,30,400,2,0,800
4210,null,default,马10,0,0,0,150,0,51,0,85000,0,100,100,350,600,0,0,0,30,400,2,0,800
4211,null,default,马11,0,0,0,150,0,51,0,90000,0,100,100,350,600,0,0,0,30,400,2,0,800
4212,null,default,马12,0,0,0,150,0,51,0,100000,0,100,100,350,600,0,0,0,30,400,2,0,800
4213,null,default,马13,0,0,0,150,0,51,0,100000,0,100,100,350,600,0,0,0,30,400,2,0,800
4214,null,default,马14,0,0,0,150,0,51,0,100000,0,100,100,350,600,0,0,0,30,400,2,0,800
4215,null,default,马15,0,0,0,150,0,51,0,100000,0,100,100,350,600,0,0,0,30,400,2,0,800
#转生神殿,,,,,,,,,,0,,,,,,,,,,,,,,
4113,null,remote,[一转]赤焰魔君,18,24081,0,200,0,51,24000000,4000000,0,1400,840,4200,7000,0,0,0,40,100,2,0,150
4114,null,remote,[二转]鬼斧恶魔,18,10051,0,200,0,51,30000000,5000000,0,1600,960,4800,8000,0,0,0,40,100,2,0,150
4115,null,remote,[三转]暗夜领主,18,24141,0,200,0,51,36000000,6000000,0,1800,1080,5400,9000,0,0,0,40,100,2,0,150
4116,null,remote,[四转]暗影妖后,18,10081,0,200,0,51,48000000,8000000,0,2000,1200,6000,10000,0,0,0,40,100,2,0,150
#远古废墟,,,,,,,,,,0,,,,,,,,,,,,,,
4125,null,remote,大女皇萨麦尔,18,10081,0,200,0,51,48000000,13775142,0,2000,1200,4800,8000,0,0,0,40,100,2,0,150
4126,null,remote,暴食领主,18,10051,0,200,0,51,24000000,4591714,0,1400,840,4200,7000,0,0,0,40,100,2,0,150
4127,null,remote,噩梦领主,18,24081,0,200,0,51,24000000,4591714,0,1400,840,4200,7000,0,0,0,40,100,2,0,150
4128,null,remote,玄石领主,18,10051,0,200,0,51,24000000,4591714,0,1400,840,4200,7000,0,0,0,40,100,2,0,150
4129,null,remote,克劳缪斯女爵,10,10011,0,200,0,51,24000000,4591714,0,1400,840,4200,7000,0,0,0,40,100,2,0,50
4130,null,default,蜥蜴勇士,10,10011,0,119,0,20,103740,153057,0,350,280,400,800,0,0,0,40,100,2,0,50
4131,null,remote,花妖侍女,10,10011,0,119,0,20,103740,153057,0,350,280,400,800,0,0,0,40,100,2,0,50
#闯关,,,,,,,,,,0,,,,,,,,,,,,,,
4062,null,remote,炎魔,18,24081,0,200,0,51,2000000,208845,0,400,240,345,511,0,0,0,40,100,1,0,900
4112,null,default,上古君王,10,10011,0,200,0,51,2500000,524937,0,400,240,545,899,0,0,0,40,100,1,0,400
4132,null,remote,逍遥天尊,18,10091,0,200,0,51,3000000,1021239,0,400,240,869,1426,0,0,0,40,100,1,0,500
4113,null,default,青面恶魔,10,10011,0,200,0,51,3500000,2249856,0,400,240,1406,2335,0,0,0,40,100,1,0,300
4133,null,default,蜥蜴统领,10,11041,0,200,0,51,4000000,4087500,0,400,240,1939,3239,0,0,0,40,100,1,0,200
4134,null,default,无双刀客,10,11061,0,200,0,51,4500000,6910659,0,400,240,2871,4797,0,0,0,40,100,1,0,200
4084,null,default,熔岩恶兽,10,11071,0,200,0,51,5000000,9675000,0,400,240,4021,6718,0,0,0,40,100,1,0,200
4090,null,default,恶魔领主,10,11081,0,200,0,51,5500000,13130136,0,400,240,5894,9846,0,0,0,40,100,1,0,200
4135,null,remote,妖魔道君,18,10051,0,200,0,51,6000000,16585659,0,400,240,7445,12437,0,0,0,40,100,1,0,200
4136,null,remote,玄天妖后,18,24161,0,200,0,51,6500000,20731977,0,400,240,10195,16435,0,0,0,40,100,1,0,800
#皇城宝藏,,,,,,,,,,0,,,,,,,,,,,,,,
4139,null,nomove,万年摇钱树,18,0,0,200,0,20,0,14075142,0,2000,1200,0,0,0,0,0,40,100,2,0,150
4142,null,nomove,摇钱树,18,0,0,180,0,20,0,4801715,0,2000,1200,0,0,0,0,0,40,100,2,0,150
4140,null,default,皇家骑卫,18,0,0,119,0,20,103740,153057,0,1400,840,500,1000,0,0,0,40,100,2,0,150
4141,null,default,皇家侍卫,18,0,0,119,0,20,103740,153057,0,1400,840,400,800,0,0,0,40,100,2,0,150
#守卫试炼,,,,,,,,,,0,,,,,,,,,,,,,,
4008,null,roadmon,远古狮妖(第1波),0,0,0,45,0,20,0,892,0,57,95,37,62,0,0,0,30,300,1,0,150
4009,null,roadmon,蛮荒野人(第2波),0,0,0,50,0,20,0,1250,0,79,133,52,87,0,0,0,30,300,1,0,150
4010,null,roadmon,獠牙猪妖(第3波),0,0,0,55,0,20,0,2142,0,136,228,89,149,0,0,0,30,300,1,0,150
4012,null,roadmon,不腐尸(第4波),0,0,0,60,0,20,0,3214,0,205,343,134,224,0,0,0,30,300,1,0,150
4156,null,roadmon,地狱战神(第5波),0,0,0,140,0,20,0,89280,0,285,476,937,1562,0,0,0,30,400,1,0,150
4013,null,roadmon,游尸(第6波),0,0,0,65,0,20,0,5356,0,342,571,224,374,0,0,0,30,300,1,0,150
4014,null,roadmon,不灭尸(第7波),0,0,0,70,0,20,0,6428,0,411,686,269,449,0,0,0,30,300,1,0,150
4017,null,roadmon,诺玛战士(第8波),0,0,0,75,0,20,0,7856,0,502,838,329,549,0,0,0,40,300,1,0,150
4018,null,roadmon,诺玛勇士(第9波),0,0,0,80,0,20,0,9284,0,594,991,389,649,0,0,0,40,300,1,0,150
4157,null,roadmon,花魅妖后(第10波),0,0,0,150,0,20,0,321420,0,685,1143,2249,3749,0,0,0,40,400,1,0,150
4045,null,roadmon,蛮牛侍卫(第11波),0,0,0,85,0,20,0,22845,0,975,1626,639,1066,0,0,0,30,300,1,0,150
4048,null,roadmon,蛮牛祭司(第12波),0,0,0,90,0,20,0,25383,0,1083,1806,710,1184,0,0,0,30,300,1,0,150
4032,null,roadmon,红猪妖(第13波),0,0,0,95,0,20,0,28203,0,1204,2007,789,1316,0,0,0,30,300,1,0,150
4033,null,roadmon,黑猪妖(第14波),0,0,0,100,0,20,0,31338,0,1338,2230,877,1462,0,0,0,30,300,1,0,150
4158,null,roadmon,妖翼领主(第15波),0,0,0,160,0,20,0,928560,0,1486,2478,4874,8124,0,0,0,40,400,1,0,150
4038,null,roadmon,猛犸护卫(第16波),0,0,0,105,0,20,0,38661,0,1650,2751,1082,1804,0,0,0,30,300,1,0,150
4039,null,roadmon,猛犸雕像(第17波),0,0,0,105,0,20,0,42957,0,1834,3057,1202,2004,0,0,0,30,300,1,0,150
4043,null,roadmon,蛮牛战士(第18波),0,0,0,105,0,20,0,47730,0,2038,3397,1336,2227,0,0,0,30,300,1,0,150
4046,null,roadmon,蛮牛弓箭(第19波),0,0,0,105,0,20,0,53034,0,2264,3774,1484,2474,0,0,0,30,300,1,0,150
4159,null,roadmon,骷髅统领(第20波),0,0,0,170,0,20,0,1964200,0,2516,4194,8249,13749,0,0,0,40,400,1,0,150
4051,null,roadmon,魔眼蜘蛛(第21波),0,0,0,110,0,20,0,86696,0,2776,4627,1820,3034,0,0,0,30,300,1,0,150
4053,null,roadmon,钢刺蜘蛛(第22波),0,0,0,110,0,20,0,96332,0,3085,5142,2022,3371,0,0,0,30,300,1,0,150
4071,null,roadmon,人马战士(第23波),0,0,0,110,0,20,0,107032,0,3427,5713,2247,3746,0,0,0,30,300,1,0,150
4073,null,roadmon,人马守卫(第24波),0,0,0,110,0,20,0,118928,0,3808,6348,2497,4162,0,0,0,30,300,1,0,150
4160,null,roadmon,深渊领主(第25波),0,0,0,180,0,20,0,3964200,0,4231,7053,13874,23124,0,0,0,40,400,1,0,150
4075,null,roadmon,混沌斗士(第26波),0,0,0,115,0,20,0,174105,0,4461,7435,2924,4874,0,0,0,30,300,1,0,150
4078,null,roadmon,混沌祭司(第27波),0,0,0,115,0,20,0,192855,0,4941,8235,3239,5399,0,0,0,30,300,1,0,150
4015,null,roadmon,邪恶僧人(第28波),0,0,0,115,0,20,0,214285,0,5490,9150,3599,5999,0,0,0,40,300,1,0,150
4036,null,roadmon,邪恶蛇蝎(第29波),0,0,0,115,0,20,0,241070,0,6176,10294,4049,6749,0,0,0,30,300,1,0,150
4161,null,roadmon,深渊吞天兽(第30波),0,0,0,200,0,20,0,8035650,0,6862,11438,22499,37499,0,0,0,40,400,1,0,150
4100,null,tower|ar(20),普通守卫,0,0,0,100,1,51,0,10000,0,20000,20000,1200,2000,0,0,0,30,400,1,0,500
4162,null,tower|ar(20),精英守卫,0,0,0,150,1,51,0,20000,0,20000,20000,2100,3500,0,0,0,30,400,1,0,500
4163,null,tuteng,试炼图腾,0,0,0,200,0,20,0,150000,0,0,0,0,0,0,0,0,40,400,1,0,800
#天灾降临,,,,,,,,,,0,,,,,,,,,,,,,,
4164,null,remote,玄天星君,18,24161,0,200,0,20,48000000,16075142,0,2000,1200,6000,10000,0,0,0,40,100,2,0,150
4165,null,default,星河悍将,18,11071,0,180,0,20,24000000,8037571,0,2000,1200,4800,8000,0,0,0,40,100,2,0,150
4166,null,default,陨星守卫,18,11081,0,180,0,20,12000000,5358380.667,0,2000,1200,3200,6000,0,0,0,40,100,2,0,150
4167,null,remote,角木蛟,18,10051,0,119,0,20,103740,669797,0,1400,840,500,1000,0,0,0,40,100,2,0,150
4168,null,default,壁水貐,18,0,0,119,0,20,103740,669797,0,1400,840,500,1000,0,0,0,40,100,2,0,150
4169,null,remote,氐土貉,18,24011,0,119,0,20,103740,669797,0,1400,840,500,1000,0,0,0,40,100,2,0,150
#死亡禁地,,,,,,,,,,0,,,,,,,,,,,,,,
4170,null,remote,控火者费尔斯通,18,24152,0,200,0,20,48000000,14466140,0,2000,1200,6000,10000,0,0,0,40,100,2,0,150
4171,null,default,灵剑侍卫,18,11071,0,190,0,20,24000000,11572920,0,2000,1200,4800,8000,0,0,0,40,100,2,0,150
4172,null,default,告密者马拉修斯,18,10051,0,180,0,20,12000000,8679600,0,2000,1200,3200,6000,0,0,0,40,100,2,0,150
4173,null,default,八十万鱼妖教头,18,11081,0,170,0,20,12000000,4628880,0,1400,840,2400,4000,0,0,0,40,100,2,0,150
4174,null,remote,奔波儿灞,18,10031,0,160,0,20,4000000,2025000,0,1400,840,500,1000,0,0,0,40,100,2,0,150
4175,null,remote,灞波尔奔,18,10031,0,160,0,20,4000000,2025000,0,1400,840,500,1000,0,0,0,40,100,2,0,150
#天晶战场（守卫，镖车，采集物）,,,,,,,,,,0,,,,,,,,,,,,,,
4162,null,neutral,红方守卫,0,0,0,150,1,51,0,20000000,0,20000,20000,20000,30000,0,0,0,30,100,1,0,200
4162,null,neutral,蓝方守卫,0,0,0,150,1,51,0,20000000,0,20000,20000,20000,30000,0,0,0,30,100,1,0,200
4823,null,default,搬运巨兽,0,0,0,1000,0,0,20,500,0,500,500,0,0,0,0,0,30,30,2,0,800
4824,null,default,搬运小妖,0,0,0,1000,0,0,20,800,0,600,600,0,0,0,0,0,30,60,2,0,800
4176,null,collection,小型天晶矿,0,0,0,20,0,40,0,1,0,5,0,0,0,0,0,0,30,800,1,0,800
4177,null,collection,巨型天晶矿,0,0,0,40,0,40,0,1,0,10,0,0,0,0,0,0,30,800,1,0,800
